Song_Name,Song_Link,Artist_Name,Stream_Count,Release Date,Musical_Era,Voice_Presence,Predominant_Voice_Gender,Genre_Tags,Sub_Genre_Tags,Free Genre,Description,Instrument_Tags,Emotional_Profile,Mood_Tags,Simple_Mood_Tags,Character_Tags,Movement_Tags,Energy,BPM,Key,Meter
"You've Got A Friend In Me (From ""Toy Story"")",3ff4pDahU88sJgCVzfywtP,Diana Dream,1259855,2023-09-21,contemporary,none,none,ambient,,piano,"beautiful, tender solo piano melody and nostalgic, flowing arpeggios create a sense of quiet introspection, and calm.",piano,positive,"soft,sweet,bright,intimate,warm,tender,leisurely,delicate,nostalgic,calm,light,innocent,reflective,hopeful,graceful,peaceful,sentimental,dreamy,serene","chilled,romantic",warm,flowing,low,69,cMinor,4/4
"Remember Me (From ""Coco"") - Piano Version",1fxuCk1P5nP3A63R3J76RL,Slumbering Tapes,4457446,2023-02-10,contemporary,none,none,ambient,,piano,melancholic - romantic solo piano ballad featuring a sparkling glockenspiel.,piano,negative,"nostalgic,reflective,emotional,sentimental,melancholic,delicate,intimate,calm,tender,soft,warm,poignant,thoughtful,lonely,sad,bittersweet,peaceful,introspective,dreamy,serene,romantic,graceful,blue,tranquil,hopeful","romantic,sad,chilled","warm,sophisticated",flowing,low,66,cMajor,4/4
"Love Is A Song - From ""Bambi""",5TvimvgbgxFAmjtNxztlYn,"Nikolai Tal, Malou Mellow, Slumbering Tapes",2380719,2023-05-12,contemporary,none,none,classical,,neo classical,"tender, reflective piano, and a heartwarming theme.",piano,balanced,"reflective,nostalgic,soft,calm,delicate,intimate,warm,light","romantic,chilled,calm",warm,flowing,low,175,aMajor,4/4
"Le Festin (From ""Ratatouille"") - Sleep Piano",3TOPOepJMr4s2rzoi1w33u,Malou Mellow,3547575,2023-03-22,contemporary,none,none,ambient,,piano,"a delicate, heartwarming solo piano track.",piano,balanced,"soft,delicate,nostalgic,intimate,calm,reflective","chilled,romantic,calm",playful,flowing,low,112,ebMajor,3/4
"I Will Go Sailing No More (From ""Toy Story"")",2Rsv1g3W77vmbdbpfxngeD,"Piano Mouse, Malou Mellow",1775533,2023-04-30,contemporary,none,none,ambient,,piano,"tender, intimate and delicate. piano solo melody. nostalgic and sentimental atmosphere.",piano,balanced,"soft,intimate,nostalgic,reflective,calm,warm,tender,sentimental,delicate,dreamy,peaceful,emotional,leisurely,hopeful,serene,light,melancholic,tranquil,sweet,quiet,romantic,introspective,soothing,bittersweet,graceful,thoughtful,poignant","romantic,chilled,calm",warm,flowing,low,69,dMajor,4/4
"The Legend Of The Sword In The Stone (From ""The Sword In The Stone"")",63r3AAGuDAicwcYxKRGmNt,Diana Dream,1200874,2023-09-21,contemporary,none,none,ambient,,neo-classical,"gentle, reflective solo piano piece, slightly melancholic and dreamy. well - suited as a score for drama or romance!",piano,negative,"nostalgic,soft,intimate,reflective,calm,melancholic,sentimental,lonely,delicate,emotional,tender,sad,bittersweet,poignant,peaceful,blue,quiet,warm,thoughtful,leisurely,serene,introspective,mournful,tranquil","romantic,sad,calm","sparse,sophisticated,warm,ethereal",flowing,low,69,fsMajor,4/4
"A Dream Is A Wish Your Heart Makes (From ""Cinderella"") - Piano Version",5eX9OyL4YpctLCqBsfnd2Y,Malou Mellow,5315193,2023-02-08,contemporary,none,none,ambient,,neo-classical,melancholic - romantic solo piano ballad featuring a dreamy - playful glockenspiel.,piano,negative,"lonely,calm,blue,delicate,peaceful,intimate,bittersweet,thoughtful,introspective,melancholic,quiet,reflective,nostalgic,tranquil,serene,dreamy,soft,tender","calm,sad,romantic","sparkling,ethereal,sparse,magical,playful,mysterious,warm",flowing,low,69,ebMajor,3/4
"True Love's Kiss (From ""Enchanted"") - Piano",5lHlnXyAz1LJb45L5zKEh8,"Nikolai Tal, Slumbering Tapes",2069851,2023-05-19,contemporary,none,none,ambient,,piano,"tender, intimate piano chords and melody create a deeply felt atmosphere.",piano,balanced,"soft,nostalgic,reflective,intimate,calm,warm,tender,emotional,sentimental,delicate,hopeful,leisurely,melancholic,thoughtful,dreamy,peaceful,light,poignant,serene,lonely,introspective,sweet,tranquil,bittersweet,graceful","romantic,chilled,calm","warm,sparse",flowing,low,75,cMajor,4/4
"Waiting On A Miracle (From ""Encanto"") - Soft Piano Version",2oJEfN4ldS6jZhbqbOlk9E,Nikolai Tal,3273581,2023-01-06,contemporary,none,none,ambient,,neo-classical,the well - known christian hymn for solo piano.,piano,balanced,"soft,tender,delicate,warm,peaceful,sweet,calm,intimate,innocent,serene,dreamy,reflective,light,sentimental,quiet,soothing,tranquil,nostalgic,graceful,hopeful","romantic,chilled,calm","playful,warm,sophisticated",flowing,low,80,aMajor,3/4
"Kiss The Girl (From ""The Little Mermaid"")",44jMsLc0ESDsHEgnEDV1eU,Diana Dream,1152813,2023-09-21,contemporary,none,none,ambient,,neo-classical,"solo piano ballad, nostalgic and sentimental.",piano,positive,"soft,warm,delicate,tender,sweet,intimate,light,calm,reflective,innocent,peaceful,graceful,bright,nostalgic,serene,hopeful,soothing","romantic,chilled,calm",warm,flowing,low,66,gMajor,4/4
"Bibbidi-Bobbidi-Boo (From ""Cinderella"")",1Ojle5fU15oOM3wyhiZIyx,Diana Dream,1085535,2023-09-21,contemporary,none,none,ambient,,piano,"tender, flowing solo piano melody and harmonic arpeggios create a sense of optimism.",piano,balanced,"soft,nostalgic,intimate,reflective,calm,delicate,tender,sentimental,warm,peaceful,melancholic,dreamy,serene,emotional,light,graceful,quiet,leisurely,tranquil,sweet,bittersweet,soothing,romantic","romantic,calm,chilled",warm,flowing,low,69,abMajor,4/4
"A Whole New World (From ""Aladdin"")",2Pgv8vwuVY67zC91E2isoy,Moonlight Keys,708343,2023-09-26,contemporary,none,none,"jazz,ambient",contemporaryJazz,neo-classical,dreamy and nostalgic. piano and glockenspiel only.,piano,balanced,"intimate,delicate,tender,reflective,peaceful,calm,warm,nostalgic,soft,serene,dreamy,sentimental,quiet,introspective,melancholic,bittersweet,thoughtful,tranquil,light,lonely,blue","romantic,calm,chilled","sparkling,warm",flowing,low,180,bbMajor,4/4
"Once Upon A Dream (From ""Sleeping Beauty"") - Sleep",0D36NA5BVAGGY1469rPeY7,Slumbering Tapes,2281091,2023-03-16,contemporary,none,none,ambient,,piano,dreamy and nostalgic. piano solo.,piano,balanced,"reflective,nostalgic,delicate,thoughtful,intimate,lonely,introspective,melancholic,calm,bittersweet,emotional,tender,serene","romantic,calm,sad","warm,sparkling,ethereal,playful,sparse,magical,mysterious,sophisticated",flowing,low,148,fMajor,3/4
"I Won't Say I'm In Love (From ""Hercules"") - Piano Version",7cQ5ZmukwHfYTb6GDJfx3K,Slumbering Tapes,3850377,2023-02-10,contemporary,none,none,ambient,,neo-classical,dreamy and peaceful. piano and synth pad only.,"piano,synth",balanced,"delicate,calm,reflective,serene,peaceful,thoughtful,introspective,warm,dreamy","calm,ethereal,romantic",ethereal,flowing,low,69,cMajor,3/4
"If You Can Dream (From ""Disney Princesses"") - Sleep Piano",3ywevRvFFcwTgTFpSrbD1u,Malou Mellow,1915333,2023-03-22,contemporary,none,none,ambient,,piano,"warm, flowing piano arpeggios and strums create a nostalgic, tender, tender, intimate atmosphere.",piano,balanced,"soft,reflective,warm,nostalgic,intimate,tender,sentimental,delicate,hopeful,calm,sweet,light",romantic,warm,flowing,low,129,bbMajor,4/4
"When She Loved Me (From ""Toy Story 2"") - Piano Version",4KxqLZz7uo1jDJrPkUW0bM,Slumbering Tapes,3778826,2023-02-10,contemporary,none,none,ambient,,neo-classical,"dreamy, melancholic - romantic solo piano ballad featuring a sparkling glockenspiel and a gentle synthbass in the second half.",piano,negative,"calm,nostalgic,soft,dreamy,reflective,lonely,intimate,peaceful,delicate,introspective,tranquil,thoughtful,melancholic,emotional,serene,quiet,bittersweet,blue,tender,poignant,warm,sentimental,leisurely,sad,soothing","calm,ethereal,sad","ethereal,sparse,warm,sparkling",flowing,low,93,dbMajor,4/4
"Circle Of Life (From ""The Lion King) - Piano",5IFwouTNxUdF1yW0RsYEzY,Slumbering Tapes,2192249,2023-03-03,contemporary,none,none,ambient,,piano,dreamy and nostalgic. piano solo.,piano,balanced,"calm,reflective,nostalgic,peaceful,intimate,soft,warm,tender,delicate,dreamy,serene,sentimental,quiet,tranquil,melancholic,introspective,bittersweet,thoughtful,emotional,lonely","romantic,calm,chilled",warm,flowing,low,75,bbMajor,4/4
"Someday My Prince Will Come (From ""Snow White And The Seven Dwarfs"")",0D0vxZpPONMm8dEjTkpE9a,Moonlight Mouse,150246,2024-09-11,late 2000s / contemporary,none,none,ambient,,"new age, folk, celtic",warm and tender piano theme with clarinet. romantic and nostalgic feel.,"piano,strings,brassWoodwinds",negative,"quiet,soft,sentimental,dreamy,peaceful,calm,romantic,intimate,tender,nostalgic,melancholic,serene,loving,warm,reflective,relaxed,tranquil,lyrical,soothing,blue,delicate,bittersweet,lonely,emotional,poignant","romantic,calm,chilled","warm,ethereal",flowing,low,70,gMajor,3/4
"Baby Mine (""From Dumbo"")",0GU0DWXz43JmtIptlZDKcO,Diana Dream,1050970,2023-09-21,contemporary,none,none,ambient,,piano,"nostalgic, emotional piano for human concern, film score, documentary and romance.",piano,balanced,"nostalgic,soft,reflective,intimate,warm,calm,tender,leisurely,sentimental,delicate,melancholic,peaceful,serene,bittersweet,light,emotional","romantic,chilled,calm",warm,flowing,low,64,cMajor,3/4
"Goldenrod City (From ""Pokémon HeartGold & SoulSilver"") - Piano",70yFxkZVZr8XyV1dMXWAoI,Slumbermon,990558,2024-01-16,contemporary,none,none,ambient,,piano,melancholic - romantic solo piano ballad featuring a sparkling glockenspiel.,piano,negative,"lonely,calm,blue,melancholic,peaceful,reflective,nostalgic,thoughtful,introspective,bittersweet,delicate,intimate,sad,quiet,dreamy,soft,tranquil,serene,poignant,emotional,mournful,tender,soothing","sad,calm,romantic",ethereal,flowing,low,69,dbMajor,3/4
"How Does A Moment Last Forever (From ""Beauty and the Beast"") - Sleep Piano",33evWEImU9r3mK2UijTcuj,Malou Mellow,1848926,2023-03-22,contemporary,none,none,ambient,,piano,"tender, reflective piano, and heart - wrenching solo cello.",piano,negative,"nostalgic,reflective,soft,intimate,emotional,melancholic,calm,lonely,poignant,sentimental,delicate,bittersweet,tender,thoughtful,sad,introspective,peaceful,serene,warm,dreamy,leisurely,quiet,tranquil,blue","romantic,calm,sad",sparse,flowing,low,70,bbMajor,4/4
"Love Is An Open Door (From ""Frozen"")",7tGL9GWH4B11BPIsof2KTp,Diana Dream,976696,2023-09-21,contemporary,none,none,ambient,,piano,"a gentle solo piano lullaby - like melody, evoking nostalgia and tenderness.",piano,balanced,"soft,nostalgic,intimate,reflective,warm,calm,leisurely,tender,delicate,sentimental,peaceful,dreamy,light,serene,sweet","romantic,chilled,calm",warm,flowing,low,72,aMajor,4/4
"Colors of the Wind (From ""Pocahontas"") - Piano Version",0E18dQ3b58llqs8YhEj6lQ,Malou Mellow,5034862,2023-02-08,contemporary,none,none,ambient,,"ambient, meditation",dreamy and nostalgic. piano and synths only.,"piano,synth",balanced,"reflective,calm,nostalgic,dreamy,delicate,peaceful,emotional,thoughtful,introspective,intimate,serene,lonely,warm,tender,bittersweet,melancholic,tranquil,soft,poignant","calm,romantic,ethereal","ethereal,sparkling,warm",flowing,low,141,dbMajor,4/4
"Dos Oruguitas (From ""Encanto"") - Soft Piano Version",1ZVpqzmxrmPqG7XvzNeIHP,Nikolai Tal,1677089,2023-01-20,contemporary,none,none,ambient,,piano,romantic and nostalgic. piano and glockenspiel only.,piano,balanced,"tender,delicate,peaceful,warm,soft,calm,intimate,serene,reflective,quiet,soothing,innocent,light,tranquil,sweet,nostalgic,dreamy,sentimental","romantic,chilled,calm","playful,warm",flowing,low,144,cMajor,4/4
"Home (From ""Beauty and the Beast"")",7uCNQAXnFjo9n9o2sWsMx9,"Piano Mouse, Slumbering Tapes",1563036,2023-04-30,contemporary,none,none,ambient,,neo-classical,melancholic - romantic solo piano ballad featuring a dreamy - playful glockenspiel.,piano,negative,"lonely,thoughtful,blue,calm,melancholic,bittersweet,nostalgic,reflective,introspective,intimate,delicate,sad,peaceful,serene,tranquil","sad,calm,romantic",sparse,"flowing,steady",low,112,gMajor,4/4
"Married Life (From ""Up"") - Sleep",1DFFaGjSlKgUWe8IgC0gpC,Slumbering Tapes,3150010,2023-03-16,contemporary,none,none,ambient,,piano,melancholic - romantic solo piano ballad featuring a sparkling glockenspiel.,piano,balanced,"nostalgic,reflective,calm,intimate,soft,delicate,warm,peaceful,tender,serene,light","romantic,chilled,calm",warm,"flowing,steady",low,93,fMajor,3/4
"Go The Distance (From ""Hercules"") - Sleep Piano",4kcJvL8JrS8cDlUFDFou4J,Malou Mellow,1919023,2023-03-22,contemporary,none,none,ambient,,piano,"tender, flowing solo piano melody and nostalgic arpeggios create a sense of forward motion and hopeful warmth.",piano,balanced,"soft,intimate,nostalgic,tender,sweet,warm,delicate,reflective,calm,leisurely,sentimental,bright,light,hopeful,innocent,graceful,peaceful,dreamy,serene","romantic,chilled",warm,flowing,low,74,ebMajor,4/4
"I Will Go Sailing No More (From ""Toy Story"")",1pz42JAwRmOgpC7nyhg3FQ,Diana Dream,1374912,2023-09-21,contemporary,none,none,ambient,,neo-classical,"tender, intimate piano chords and melody create a feeling of warmth and gentle nostalgia.",piano,balanced,"nostalgic,soft,reflective,intimate,sentimental,emotional,calm,melancholic,tender,delicate,warm,leisurely,poignant,lonely,thoughtful,bittersweet,dreamy,hopeful","romantic,chilled,calm","warm,sparse",flowing,low,69,fMajor,4/4
"Colors Of The Wind (From ""Pocahontas"") - Piano",1bkIlUggIwfviwrndV2F0b,Slumbering Tapes,2303440,2023-03-03,contemporary,none,none,ambient,,piano,gentle and emotive solo piano arrangement of the well - known childrens song.,piano,balanced,"reflective,intimate,delicate,tender,nostalgic,calm,peaceful,sentimental,warm,soft,serene,emotional,graceful,dreamy,melancholic,light,introspective,quiet,romantic,tranquil,bittersweet,hopeful","romantic,calm,chilled",warm,flowing,low,75,dbMajor,4/4
"Can You Feel The Love Tonight (From ""The Lion King"")",1IEcJXztffgspxSMJtiQPA,Moonlight Mouse,155470,2024-09-11,mid / late 2000s,none,none,ambient,,ambient,dreamy and peaceful. piano and flute duet.,"bassGuitar,piano,strings,brassWoodwinds",negative,"calm,peaceful,soft,quiet,dreamy,delicate,intimate,lonely,tranquil,nostalgic,serene,melancholic,blue,reflective,bittersweet,tender,soothing","calm,romantic,sad",ethereal,flowing,low,69,fMajor,3/4
"Feed the Birds / Tuppence A Bag (From ""Mary Poppins"") - Sleep Piano",2dfSDVCpAXeqadmSzRj2G0,Malou Mellow,1665070,2023-03-22,contemporary,none,none,ambient,,neo-classical,"slow, reflective solo piano theme, nostalgic and heartfelt. nostalgic for romance and human drama.",piano,negative,"nostalgic,reflective,soft,intimate,calm,sentimental,melancholic,delicate,tender,emotional,warm,poignant,dreamy,peaceful,lonely,introspective,leisurely,thoughtful,bittersweet,sad,serene,graceful,light,tranquil","romantic,sad,chilled",warm,"flowing,steady",low,66,fsMajor,4/4
"Isabela La Perfecta (From ""Encanto"") - Piano Version",1qVqTBuZ6JYUlvKdOHKXfp,Nikolai Tal,4598033,2022-11-18,contemporary,none,none,ambient,,piano,"a reflective, solo piano melody, mournful, nostalgic, and simple.",piano,negative,"reflective,sad,emotional,poignant,melancholic,lonely,nostalgic,thoughtful,introspective,bittersweet,calm,mournful,blue,sentimental,intimate,delicate,serene,solemn,serious","sad,calm,romantic",sparse,flowing,low,69,gMinor,4/4
"Reflection (From ""Mulan"") - Piano",0r3N9suES1GM9i3i8sGdIo,Slumbering Tapes,2047945,2023-03-16,contemporary,none,none,ambient,,piano,"gentle, reflective piano, and high piano notes create a mood of warmth and tenderness.",piano,negative,"nostalgic,soft,reflective,intimate,calm,melancholic,delicate,tender,lonely,sentimental,thoughtful,warm,emotional,introspective,bittersweet,peaceful,dreamy,poignant,serene,leisurely,quiet","romantic,calm,sad","sparse,warm","flowing,steady",low,72,gMajor,4/4
Colors of the Wind (From: „Pocahontas“) – Piano,0Jyv7V3pFYTQCiaCKrGl8b,Nikolai Tal,39128,2024-11-29,contemporary,none,none,ambient,,neo-classical,"a delicate piano melody, and minimalistic soundscape. melancholic and introspective atmosphere.","piano,strings",negative,"nostalgic,delicate,calm,soft,reflective,intimate,thoughtful,emotional,lonely","calm,chilled,romantic","sparse,sparkling,ethereal,warm",flowing,low,84,fMinor,4/4
"Lead The Way (From ""Raya and the Last Dragon"")",3rzQoRtA9lHSJq3xnbQ7zc,Piano Mouse,1658446,2023-04-30,contemporary,none,none,ambient,,piano,melancholic - romantic solo piano ballad featuring a sparkling glockenspiel.,piano,negative,"nostalgic,reflective,intimate,lonely,calm,bittersweet,melancholic,introspective,soft","romantic,calm,chilled","sparse,warm,playful",flowing,low,77,eMajor,4/4
"Bella Notte (From ""Lady And The Tramp"") - Sleep Piano",1T5e1VqlCrG9bodG4rSoSU,Malou Mellow,1543773,2023-03-22,contemporary,none,none,ambient,,neo-classical,"tender, intimate piano and strings create a feeling of warmth before returning to the past.",piano,balanced,"nostalgic,reflective,soft,calm,intimate,warm,melancholic,leisurely,serene,thoughtful","romantic,calm,chilled","sparse,warm","flowing,steady",low,70,fMajor,3/4
"One Summer Day (From ""Spirited Away"") [Piano Version]",4gdKxVBc0twj6CeXjGTqhz,Nikolai Tal,10286685,2022-07-13,contemporary,none,none,"classical,ambient",,background piano,"dreamy - romantic solo piano ballad featuring a catchy, sparkling theme.",piano,balanced,"calm,reflective,delicate,intimate,soft,peaceful,nostalgic,tender,serene,warm,dreamy,melancholic,introspective,quiet,tranquil,light","romantic,calm,chilled","warm,playful,sophisticated,ethereal",flowing,low,75,bMajor,4/4
"AEIOU, The Caterpillar Song (From ""Alice In Wonderland"") - Piano Version",49ra2TlFvq7TAxTpijuPYv,Slumbering Tapes,3664729,2023-02-10,contemporary,none,none,ambient,,piano,dreamy and nostalgic. piano solo.,piano,negative,"nostalgic,lonely,calm,reflective,melancholic,soft,intimate,sad,blue,bittersweet,thoughtful,peaceful,poignant,introspective,delicate,emotional,quiet,dreamy,sentimental,mournful,serene,tranquil,leisurely","sad,calm,ethereal","ethereal,sparse,warm","flowing,steady",low,119,dMinor,3/4
"Colors Of The Wind (From ""Pocahontas"")",4pDs4aYqgzh1ZMx0ihGcyW,Moonlight Mouse,327761,2024-09-11,contemporary,none,none,ambient,,"new age, meditation","warm, enveloping, reflective cue with flowing piano arpeggios and rich, ethereal string chords.","brassWoodwinds,piano,strings,synth",negative,"soft,calm,peaceful,quiet,nostalgic,dreamy,intimate,sentimental,serene,reflective,warm,relaxed,soothing,tender,tranquil,leisurely,melancholic,delicate,lyrical,bittersweet","calm,chilled,romantic",warm,"flowing,steady",low,70,cMajor,4/4
"Azalea Town (From ""Pokémon Gold & Silver"") - Piano",2gTWZz9rzXjoxaIocnXYLT,Slumbermon,3307401,2024-01-16,contemporary,none,none,ambient,,background piano,melancholic - romantic solo piano ballad featuring a sparkling glockenspiel.,piano,negative,"calm,nostalgic,reflective,lonely,peaceful,delicate,intimate,melancholic,bittersweet,blue,tender,serene,introspective,soft,quiet,dreamy,emotional,thoughtful,tranquil,sentimental,warm,poignant,sad","calm,romantic,chilled","ethereal,warm,sophisticated,sparse,magical,playful,sparkling,mysterious,luxurious",flowing,low,69,dbMajor,3/4
"Beauty And The Beast (From ""Beauty And The Beast"") - Sleep Piano",6CUlmsBZpMLli6K7f3BTGE,Malou Mellow,1580986,2023-03-22,contemporary,none,none,ambient,,piano,tender and nostalgic. piano solo for romance.,piano,balanced,"soft,intimate,nostalgic,sentimental,reflective,tender,calm,warm,romantic,peaceful,delicate,melancholic,dreamy,graceful,quiet,light,lyrical,serene,sweet,loving,leisurely,soothing,bittersweet,tranquil",romantic,"warm,sophisticated,playful",flowing,low,168,eMajor,4/4
"I See The Light (From ""Tangled"") - Sleep",1l6RDXlKyfjSIqwC64uNqF,Slumbering Tapes,2071339,2023-03-16,contemporary,none,none,ambient,,piano,gentle and emotive solo piano arrangement of the well - known children's song. well - suited as a score for drama or romance!,piano,balanced,"intimate,soft,tender,nostalgic,warm,reflective,delicate,sentimental,calm,peaceful,sweet,light,innocent,romantic,serene,dreamy,quiet,hopeful,loving,melancholic,tranquil,emotional,graceful,bittersweet","romantic,chilled,calm",warm,flowing,low,73,cMajor,4/4
"Baby Mine (From ""Dumbo"") - Sleep Piano",2jtJzgOHr13TX0CS1HSZfo,Malou Mellow,1526161,2023-03-22,contemporary,none,none,ambient,,piano,warm and tender solo piano theme.,piano,balanced,"soft,nostalgic,intimate,reflective,tender,calm,warm,sentimental,delicate,peaceful,sweet,leisurely,graceful,light,serene,dreamy,hopeful,soothing,tranquil,quiet,innocent","romantic,chilled,calm",warm,"flowing,steady",low,63,aMajor,3/4
"What Else Can I Do? (From ""Encanto"") - Piano Version",0EpkvOcdk5AimAQI3U0kud,Nikolai Tal,2932385,2022-11-04,contemporary,none,none,ambient,,instrumental worship,warm and tender piano solo create a feeling of warmth before the heart - felt emotion.,piano,balanced,"reflective,nostalgic,warm,calm,sentimental,intimate,emotional,melancholic,hopeful,tender,dreamy,introspective,delicate,poignant,peaceful,thoughtful,soft,serene,bittersweet,lonely,light,sad,quiet","romantic,chilled,calm",warm,flowing,low,116,bMajor,4/4
"Dr. Finkelstein (From ""The Nightmare Before Christmas: Oggie's Revenge"")",6KxHGR3KIV0Yj1QSeSAaf9,Piano Mouse,1606877,2023-04-30,contemporary,none,none,ambient,,neo-classical,"dreamy, nostalgic solo piano chords create a melancholic atmosphere. well - suited as a score for drama or romance!",piano,negative,"nostalgic,soft,intimate,reflective,delicate,melancholic,thoughtful,leisurely",romantic,sparse,flowing,low,79,bMinor,4/4
A Dream Is A Wish Your Heart Makes,6kIZRA6i1WEK52HIfH5Bk5,The Piano Cover Guy,805522,2023-05-19,contemporary,none,none,ambient,,piano,"nostalgic, emotional piano for human concern, film score, documentary and romance.",piano,balanced,"soft,warm,nostalgic,intimate,tender,reflective,sentimental,calm,peaceful,leisurely,delicate,relaxed,romantic,dreamy,graceful,sweet,serene,light,hopeful,tranquil,loving,quiet","romantic,chilled","warm,sophisticated","flowing,steady",low,72,gMajor,4/4
